,Total_name,Motif,Strandness,relative_fold,relative_fold_median,T_value,P_value,Ranksum_statistic,Ranksum_P_value,Corrected_pvalue,N_with_motif,N_without_motif,Significant
24,USV1,USV1,Both,1.2275704809852415,1.258570722567041,13.965259836698518,4.674745771204008e-44,15.698233198947767,1.5551317965637489e-55,9.144174963794843e-54,9691,26059,Yes
7,GIS1,GIS1,Both,1.223504128347444,1.2541872937536864,13.164525937733067,2.4723481800041283e-39,14.7505499315711,3.051678625601112e-49,1.2817050227524672e-47,8761,26989,Yes
545,RPH1_r,RPH1,Reverse,1.2178749174157166,1.2199803168460792,14.155914403845756,2.797944063992311e-45,14.017379538039743,1.2203821112365418e-44,4.783897876047244e-43,11674,24076,Yes
25,YER130C,YER130C,Both,1.2148639357034723,1.2450828269947536,12.093728239179471,1.8874522371698476e-33,12.791651670561151,1.8255244300439078e-37,5.963379804810099e-36,7387,28363,Yes
350,RPN4_f,RPN4,Forward,1.2133809880147102,1.22048786188666,4.07151497293827,5.266380427393254e-05,4.537923223833518,5.6810934825823915e-06,2.830917769286819e-05,611,35139,Yes
307,HMS1_f,HMS1,Forward,1.2105175252829319,1.2380396190231437,13.934541649071289,6.277697710177376e-44,15.02871418870608,4.761587627858051e-51,2.153702711677334e-49,10800,24950,Yes
15,REI1,REI1,Both,1.208694732364997,1.220886617267674,8.813201278853402,1.7122878808631242e-18,9.442250789648858,3.648562756807173e-21,6.12958543143605e-20,3754,31996,Yes
471,GCR2_r,GCR2,Reverse,1.2063648601236887,1.2245199470337949,8.890284583131846,8.298567204828908e-19,10.060885409057766,8.225521084482679e-24,1.7273594277413624e-22,4280,31470,Yes
153,RPH1,RPH1,Both,1.1933807929498816,1.193672270569967,13.19911312956141,1.1876965503997633e-39,13.000234382843946,1.2196890105867566e-38,4.218689048382429e-37,13605,22145,Yes
111,HMS1,HMS1,Both,1.1870310651552614,1.2188513483509014,12.824617080544728,1.5814797745023285e-37,13.979395435795414,2.0824949037784491e-44,7.6531687713858e-43,12254,23496,Yes
245,AFT2_f,AFT2,Forward,1.180581674127948,1.2015078373709078,10.04914934318227,1.2431583733255147e-23,11.11489875173607,1.0617099992794403e-28,2.7142846938100477e-27,6189,29561,Yes
118,PUT3,PUT3,Both,1.1766153702720836,1.117160702810249,1.737805823501164,0.08418993533273363,1.2209884483529885,0.222090393552012,0.34823773708955486,158,35592,No
263,SUT1_f,SUT1,Forward,1.1749269680291843,1.1308567925290423,4.54630145198573,5.748531723284286e-06,3.92098089997267,8.818925353180807e-05,0.0003626243431937283,2129,33621,Yes
439,WAR1_r,WAR1,Reverse,1.1743338569012425,1.2116696220107348,1.7160217050159345,0.08863513185312515,2.28145641104926,0.022521453233906138,0.05732733550448835,125,35625,No
287,RGT1_f,RGT1,Forward,1.1722189977310373,0.8043123070480699,0.9171597505080281,0.3613283192350425,0.393921373397875,0.6936390899036475,0.7873741020527891,98,35652,No
510,PUT3_r,PUT3,Reverse,1.1716508188837103,1.2092002922528802,1.4524498867663715,0.1490371074142272,1.094970154673222,0.27352971198843745,0.4102945679826562,118,35632,No
451,MSN2_r,MSN2,Reverse,1.169358456394542,1.1648107269378727,2.0205746393742454,0.04391517361319095,2.4066515080556816,0.016099524518731288,0.04322612062563469,446,35304,Yes
433,PIP2_r,PIP2,Reverse,1.1666357981132882,1.0872869424923934,1.4707677168572884,0.14352151865858204,1.041615305744936,0.2975900696192575,0.4299335649536201,145,35605,No
208,NHP10_f,NHP10,Forward,1.1651298236212049,1.2138481279953495,5.577973705082673,2.7198847125878657e-08,6.295359576532616,3.066880878878827e-10,2.404434609041e-09,2065,33685,Yes
314,PUT3_f,PUT3,Forward,1.164803509998435,0.9941180073096948,0.8351560059707065,0.4085800162217502,0.3988923558907412,0.6899725218708579,0.7847269687815559,41,35709,No
49,AFT2,AFT2,Both,1.1636913937639093,1.1876814018202897,9.82093258929056,1.1270231693677378e-22,11.00263899878433,3.711095627909397e-28,9.092184288378023e-27,7361,28389,Yes
154,RPN4,RPN4,Both,1.159953399046322,1.2054190680803654,3.878262507264076,0.00011258759784707482,4.63855084489999,3.508606248726704e-06,1.7939656297837404e-05,887,34863,Yes
253,MET4_f,MET4,Forward,1.1586572086382372,1.2457186205451052,1.5025837751428355,0.13546979413772278,1.6772665948783811,0.09349036173996168,0.18571734021316713,125,35625,No
305,CHA4_f,CHA4,Forward,1.1530672789904135,1.1893526967951247,3.439462847323182,0.0006064329315618911,3.7839709524810425,0.0001543458452019786,0.0006258990136466442,978,34772,Yes
511,RAP1_r,RAP1,Reverse,1.1518207309317599,1.0569585682430085,4.290205059768218,1.862945266663804e-05,3.719335205136458,0.00019974782041581692,0.0007935926919222996,2036,33714,Yes
529,BAS1_r,BAS1,Reverse,1.1496828319944152,1.0676418282634508,3.094021564111674,0.002013816306772427,2.4348258891785677,0.014898956794169808,0.04037136679710529,1348,34402,Yes
360,CEP3_f,CEP3,Forward,1.1493411391356736,1.1945776512311932,0.7045597350246944,0.4875844232833033,0.8906327825672912,0.37312620611673986,0.5043636993026276,26,35724,No
535,GCR1_r,GCR1,Reverse,1.1471731339246776,1.1374785017089788,2.9565343716473316,0.0032066045162055345,3.027724676378409,0.0024640246953447674,0.008185573564196177,742,35008,Yes
