DNA_cut_off,RNA_cut_off,Total_barcode,Percentile_of_PC,barcode_better_than_pc,better_than_pc_ratio,barcode_better_than_nc,better_than_nc_ratio,barcode_worse_than_pc,worse_than_pc_ratio,barcode_worse_than_nc,worse_than_nc_ratio
100,0,49169,0.05,26584,0.540665866704631,25096,0.5104028961337428,19637,0.39937765665358255,17656,0.359088043279302
100,0,49169,0.1,14928,0.30360593056600704,25096,0.5104028961337428,30366,0.6175842502389717,17656,0.359088043279302
100,0,49169,0.15,8240,0.16758526713986455,25096,0.5104028961337428,37520,0.7630824299863735,17656,0.359088043279302
100,0,49169,0.2,4560,0.09274136142691533,25096,0.5104028961337428,41926,0.8526917366633447,17656,0.359088043279302
100,0,49169,0.25,2657,0.0540381134454636,25096,0.5104028961337428,44681,0.9087229758587728,17656,0.359088043279302
100,0,49169,0.3,1575,0.032032378124427996,25096,0.5104028961337428,46278,0.9412027903760499,17656,0.359088043279302
100,0,49169,0.35,950,0.019321116963940694,25096,0.5104028961337428,47270,0.9613781040899754,17656,0.359088043279302
100,0,49169,0.4,579,0.011775712339075433,25096,0.5104028961337428,47896,0.9741097032683195,17656,0.359088043279302
100,0,49169,0.45,371,0.007545404624865261,25096,0.5104028961337428,48332,0.9829770790538754,17656,0.359088043279302
100,0,49169,0.5,238,0.004840448249913564,25096,0.5104028961337428,48613,0.9886920620716305,17656,0.359088043279302
100,0,49169,0.55,154,0.0031320547499440704,25096,0.5104028961337428,48785,0.9921902011429966,17656,0.359088043279302
100,0,49169,0.6,103,0.002094815839248307,25096,0.5104028961337428,48903,0.9945900872500966,17656,0.359088043279302
100,0,49169,0.65,74,0.0015050133214016962,25096,0.5104028961337428,48976,0.9960747625536415,17656,0.359088043279302
100,0,49169,0.7,50,0.001016900892838984,25096,0.5104028961337428,49034,0.9972543675893347,17656,0.359088043279302
100,0,49169,0.75,34,0.0006914926071305091,25096,0.5104028961337428,49067,0.9979255221786085,17656,0.359088043279302
100,0,49169,0.8,27,0.0005491264821330513,25096,0.5104028961337428,49094,0.9984746486607415,17656,0.359088043279302
100,0,49169,0.85,25,0.000508450446419492,25096,0.5104028961337428,49115,0.9989017470357339,17656,0.359088043279302
100,0,49169,0.9,22,0.0004474363928491529,25096,0.5104028961337428,49128,0.9991661412678721,17656,0.359088043279302
100,0,49169,0.95,20,0.00040676035713559355,25096,0.5104028961337428,49137,0.999349183428583,17656,0.359088043279302
100,0,49169,1.0,17,0.00034574630356525455,25096,0.5104028961337428,49143,0.9994712115357237,17656,0.359088043279302
100,0,49169,1.05,15,0.00030507026785169515,25096,0.5104028961337428,49144,0.9994915495535805,17656,0.359088043279302
100,0,49169,1.1,12,0.00024405621428135615,25096,0.5104028961337428,49146,0.9995322255892941,17656,0.359088043279302
100,0,49169,1.15,11,0.00022371819642457645,25096,0.5104028961337428,49149,0.9995932396428644,17656,0.359088043279302
100,0,49169,1.2,10,0.00020338017856779677,25096,0.5104028961337428,49150,0.9996135776607212,17656,0.359088043279302
100,0,49169,1.25,8,0.00016270414285423742,25096,0.5104028961337428,49152,0.9996542536964348,17656,0.359088043279302
100,0,49169,1.3,7,0.00014236612499745775,25096,0.5104028961337428,49154,0.9996949297321484,17656,0.359088043279302
100,0,49169,1.35,6,0.00012202810714067808,25096,0.5104028961337428,49155,0.9997152677500051,17656,0.359088043279302
100,0,49169,1.4,6,0.00012202810714067808,25096,0.5104028961337428,49158,0.9997762818035755,17656,0.359088043279302
100,0,49169,1.45,6,0.00012202810714067808,25096,0.5104028961337428,49159,0.9997966198214322,17656,0.359088043279302
100,0,49169,1.5,5,0.00010169008928389839,25096,0.5104028961337428,49160,0.999816957839289,17656,0.359088043279302
100,0,49169,1.55,5,0.00010169008928389839,25096,0.5104028961337428,49161,0.9998372958571458,17656,0.359088043279302
100,0,49169,1.6,5,0.00010169008928389839,25096,0.5104028961337428,49162,0.9998576338750026,17656,0.359088043279302
100,0,49169,1.65,5,0.00010169008928389839,25096,0.5104028961337428,49163,0.9998779718928593,17656,0.359088043279302
100,0,49169,1.7,4,8.135207142711871e-05,25096,0.5104028961337428,49163,0.9998779718928593,17656,0.359088043279302
100,0,49169,1.75,4,8.135207142711871e-05,25096,0.5104028961337428,49163,0.9998779718928593,17656,0.359088043279302
100,0,49169,1.8,4,8.135207142711871e-05,25096,0.5104028961337428,49163,0.9998779718928593,17656,0.359088043279302
100,0,49169,1.85,3,6.101405357033904e-05,25096,0.5104028961337428,49164,0.9998983099107162,17656,0.359088043279302
100,0,49169,1.9,3,6.101405357033904e-05,25096,0.5104028961337428,49164,0.9998983099107162,17656,0.359088043279302
100,0,49169,1.95,3,6.101405357033904e-05,25096,0.5104028961337428,49164,0.9998983099107162,17656,0.359088043279302
100,0,49169,2.0,3,6.101405357033904e-05,25096,0.5104028961337428,49164,0.9998983099107162,17656,0.359088043279302
