,Total_name,Motif,Strandness,relative_fold,relative_fold_median,T_value,P_value,Ranksum_statistic,Ranksum_P_value,Corrected_pvalue,N_with_motif,N_without_motif,Significant
435,RGM1_r,RGM1,Reverse,0.9291910210219029,0.8801270494780372,-1.2574665085719718,0.20974887769499076,-1.8857410462070994,0.05932985876480308,0.09403222898572564,250,45818,No
419,YLR278C_r,YLR278C,Reverse,0.9290194758356474,0.9226746381531339,-7.006065201269035,2.5569932447017432e-12,-7.423065111282642,1.1444048078394841e-13,6.866428847036905e-13,8978,37090,Yes
486,SKO1_r,SKO1,Reverse,0.9284691344805478,0.8992032657164334,-4.153372756721654,3.34539647398848e-05,-5.4993661445448865,3.811589260724838e-08,1.484248003514043e-07,3438,42630,Yes
374,PHO2_f,PHO2,Forward,0.9282914651199817,0.929692039662936,-7.654817930376703,2.019799670896734e-14,-7.493641007386666,6.698879195866464e-14,4.3285065573291e-13,11171,34897,Yes
191,YKL222C,YKL222C,Both,0.9282210610647755,0.9245770793837794,-5.668117209224597,1.5015897312190097e-08,-6.425358232512342,1.3155932456485727e-10,6.289177467002932e-10,5251,40817,Yes
229,ADR1_f,ADR1,Forward,0.9281827314075902,0.9312997560699152,-1.3064229912333452,0.1930018301170079,-0.5572587669631189,0.5773506431886621,0.6669590927208906,187,45881,No
58,MOT2,MOT2,Both,0.9280975065980265,0.942763569007869,-4.273024280544974,1.9889883921606054e-05,-3.5420529873654796,0.00039702571265108616,0.0009808870547850365,2569,43499,Yes
50,MATA2,MATA2,Both,0.9277909500191613,0.9207739999857205,-8.093272639964328,6.053551926297501e-16,-9.006920255177343,2.1192406923939486e-19,1.780162181610917e-18,32144,13924,Yes
356,RDS2_f,RDS2,Forward,0.9277130915280848,0.9109841866149643,-8.599092682620556,8.29124449987538e-18,-10.970558027787602,5.294462260432764e-28,6.353354712519317e-27,20880,25188,Yes
31,YPR196W,YPR196W,Both,0.9274852331549,0.9076017346047652,-8.646768651537911,5.472520175061203e-18,-10.71478734659728,8.67564029468894e-27,1.0002502927994306e-25,24450,21618,Yes
420,YNR063W_r,YNR063W,Reverse,0.9270702663922431,0.8962177951023524,-4.943321839675777,7.963236390025457e-07,-5.733806138879708,9.820156911901546e-09,4.06637483394233e-08,3652,42416,Yes
385,TEA1_f,TEA1,Forward,0.9270536337879703,0.777195708120989,-0.3981135959612038,0.6989040588488622,0.1714776220827553,0.8638482248137781,0.9022073822211395,11,46057,No
397,FKH2_r,FKH2,Reverse,0.9268217294346285,0.9022538231369136,-3.2703526722956804,0.0010916673278846861,-4.299617060824184,1.7109348526409727e-05,4.8836392881208345e-05,1924,44144,Yes
538,LEU3_r,LEU3,Reverse,0.9262210307786471,0.9384873528325366,-2.076119748627662,0.03837405211874,-1.7482449169382308,0.08042162685263242,0.12346714514190044,505,45563,No
113,MCM1,MCM1,Both,0.9251867816576044,0.9204466985283961,-1.9705029567053034,0.04935431477875689,-1.7338032115061754,0.08295300564934663,0.12636364591143995,469,45599,No
176,NHP6B,NHP6B,Both,0.9247720866473093,0.9062316636742964,-7.007182410822711,2.556407794502676e-12,-7.691844873156544,1.4502839663183055e-14,1.0151987764228138e-13,8169,37899,Yes
294,STB2_f,STB2,Forward,0.9227918656687617,0.8806869150691053,-6.337348887391126,2.4627123699162477e-10,-8.592364646306061,8.519750282277027e-18,6.591596271024858e-17,5941,40127,Yes
353,TYE7_f,TYE7,Forward,0.9218958064686709,0.9121875681056401,-4.132987604715696,3.715234716815574e-05,-3.730053495047709,0.0001914391203586963,0.0004872995790948633,1961,44107,Yes
428,DAL82_r,DAL82,Reverse,0.9213304068433558,0.8943972462269922,-2.344865688397481,0.01932739753638069,-2.827220261302326,0.004695401932247596,0.00968735556547925,643,45425,Yes
178,PHO2,PHO2,Both,0.9212714699807026,0.9107301486243277,-8.958102332888043,3.488980790890869e-19,-9.536409969614938,1.478624272331992e-21,1.4736119866630698e-20,14211,31857,Yes
585,YPR013C_r,YPR013C,Reverse,0.919882602289314,0.9665730837050207,-4.311736857019043,1.697632410064565e-05,-2.2943000878489976,0.02177326754041386,0.038913924965846045,1800,44268,Yes
225,YOX1_f,YOX1,Forward,0.9197156022676354,0.9096042601474645,-7.896866953570463,3.028332778086405e-15,-8.63092569329732,6.0857412208751246e-18,4.771221117166098e-17,10771,35297,Yes
194,YPR015C,YPR015C,Both,0.9182590150486247,0.9451665464643202,-1.7064186003062334,0.08870521735029369,-1.7899468421865214,0.07346245746572112,0.1142749338355662,395,45673,No
327,SPT15_f,SPT15,Forward,0.9176472888381582,0.8990471632370011,-5.648012510613954,1.7248793942828216e-08,-5.829282649903334,5.566614809591439e-09,2.3379782200284042e-08,3618,42450,Yes
501,CHA4_r,CHA4,Reverse,0.9174816534746782,0.8786870092727528,-2.524662857486667,0.011799277194782186,-3.0061849897838604,0.002645480011548989,0.005847903183424081,681,45387,Yes
478,MATA1_r,MATA1,Reverse,0.9174508558821505,0.9289128937026436,-3.931908803402464,8.785224653771159e-05,-2.976564589764147,0.0029149767290036583,0.0063481715431635225,1471,44597,Yes
193,YPR013C,YPR013C,Both,0.9164869566386249,0.937195161675833,-4.586242592326025,4.686431265035559e-06,-4.201078969761786,2.6564590250377277e-05,7.333323505737952e-05,2825,43243,Yes
447,GLN3_r,GLN3,Reverse,0.9158839113758491,0.8830872903590214,-5.2681551825316975,1.4388241624506677e-07,-6.9960509961914665,2.632777407953566e-12,1.4604463357327327e-11,4043,42025,Yes
430,FKH1_r,FKH1,Reverse,0.9149203209300806,0.9083500471829346,-7.434777634438013,1.1413094164360492e-13,-6.655456213739311,2.8242262865800342e-11,1.4440391795730956e-10,6414,39654,Yes
303,ARO80_f,ARO80,Forward,0.9148550797903877,0.8859733375555184,-1.621657722977067,0.10596347942918387,-2.3017954434340346,0.021346710646897134,0.03826788372065706,287,45781,Yes
382,SUT2_f,SUT2,Forward,0.9148330475521907,0.921597209314355,-1.445828945248986,0.14996453748768288,-0.8767784089545564,0.38060700861757313,0.4741460192100276,179,45889,No
310,MET28_f,MET28,Forward,0.9145972211040025,0.8969169363200089,-3.7247488779606313,0.00020274113839557152,-3.969041725373525,7.216224637126458e-05,0.00019113243633470076,1395,44673,Yes
468,CBF1_r,CBF1,Reverse,0.9144417663718268,0.9006829212391558,-3.0744766632621356,0.0021672456295643997,-2.9063019793696796,0.003657283033186097,0.007791602983744293,931,45137,Yes
171,LYS14,LYS14,Both,0.9143490481851262,0.891034717903829,-4.4482076089794855,8.928076751442065e-06,-6.742079458661114,1.5613564874165832e-11,8.124580660185407e-11,3146,42922,Yes
189,TEA1,TEA1,Both,0.9141773777585884,1.0340065001750935,-0.6097380149397728,0.5473177032178864,-0.28918323631926235,0.772441159557153,0.8349180180507462,27,46041,No
260,SPT2_f,SPT2,Forward,0.9139368067317156,0.9241548218982728,-5.913316532675061,3.608409582669278e-09,-5.425324979414648,5.784919014155603e-08,2.2232237779892123e-07,3576,42492,Yes
376,RDS1_f,RDS1,Forward,0.913688920263004,0.9055610450322307,-1.5974530044227744,0.11162810827190642,-1.3130940010409813,0.18915127505587215,0.2623135606906906,214,45854,No
572,RDS1_r,RDS1,Reverse,0.913688920263004,0.9055610450322307,-1.5974530044227744,0.11162810827190642,-1.3130940010409813,0.18915127505587215,0.2623135606906906,214,45854,No
180,RDS1,RDS1,Both,0.913688920263004,0.9055610450322307,-1.5974530044227744,0.11162810827190642,-1.3130940010409813,0.18915127505587215,0.2623135606906906,214,45854,No
396,EDS1_r,EDS1,Reverse,0.9131307666012045,0.9219827744358972,-6.153614158500897,8.215963964412675e-10,-6.008032380170742,1.877883430253555e-09,8.365117098402201e-09,3714,42354,Yes
389,YPR013C_f,YPR013C,Forward,0.9131025663865159,0.850704727125318,-2.4137677079161644,0.015950495520698584,-3.965910893846758,7.311617582887092e-05,0.0001927906340241081,1073,44995,Yes
302,ARG80_f,ARG80,Forward,0.9123818082567733,0.8736866327624241,-4.159208881863202,3.305674905142722e-05,-6.027337864027828,1.66682324797986e-09,7.539169767785828e-09,2197,43871,Yes
443,MSN1_r,MSN1,Reverse,0.9123039999826941,0.9143842286132192,-6.378799233752585,1.9543394655106564e-10,-5.614685734879112,1.9691980803335105e-08,7.876792321334042e-08,3782,42286,Yes
469,GAL4_r,GAL4,Reverse,0.9110041505903057,0.9327304337066046,-0.8363618718197526,0.4062049881472075,-0.786844178999491,0.4313730879115516,0.5219081804361982,62,46006,No
76,CBF1,CBF1,Both,0.9107468483426857,0.9088969820770568,-4.9559252705805426,7.676431216964763e-07,-4.570737190114742,4.860114813918219e-06,1.4962028851224674e-05,2223,43845,Yes
207,HMRA2_f,HMRA2,Forward,0.9104421729306487,0.9052504136919124,-8.622275421669537,7.21465071618588e-18,-9.319595525844942,1.167846454052264e-20,1.0899900237821133e-19,9445,36623,Yes
570,PHO2_r,PHO2,Reverse,0.9102193163362088,0.8998661300275538,-8.799186631598921,1.5336739661617823e-18,-9.432568952241,4.0016583051910954e-21,3.857336202380925e-20,8825,37243,Yes
174,NDT80,NDT80,Both,0.909473596994808,0.8773118705345326,-6.463047153008202,1.0992428547868931e-10,-8.771395501208497,1.7646543194645768e-18,1.441134360896071e-17,5314,40754,Yes
36,DAL82,DAL82,Both,0.9093700361359726,0.8787161966784398,-3.6597388565933677,0.00026288339890083093,-4.455178355744776,8.382347948507258e-06,2.527600304472958e-05,1186,44882,Yes
381,STP2_f,STP2,Forward,0.9088443126138926,0.8341744810194398,-4.212482059150746,2.6467140396566933e-05,-6.579007366906354,4.7359930957444605e-11,2.3801401199126006e-10,1708,44360,Yes
405,PDR8_r,PDR8,Reverse,0.9083638358944657,0.893719354563026,-8.223109439727978,2.2418723061235816e-16,-8.338628594632956,7.515706758117701e-17,5.665686633042575e-16,6509,39559,Yes
559,FHL1_r,FHL1,Reverse,0.9074673373868204,0.90634862109398,-10.639915554711841,2.1687129574252892e-26,-10.496165725077816,8.996035344436854e-26,1.0172439966401673e-24,13750,32318,Yes
402,HCM1_r,HCM1,Reverse,0.90732868695951,0.9079061759834046,-11.18957624163722,5.029424539255248e-29,-11.619631377446625,3.2754644293789405e-31,4.585650201130517e-30,25904,20164,Yes
445,ROX1_r,ROX1,Reverse,0.9071032888325296,0.9004739812367268,-10.934952898336325,8.670242862494258e-28,-11.181956411589411,4.997593777224278e-29,6.388228567408425e-28,28209,17859,Yes
581,TEA1_r,TEA1,Reverse,0.9053616909398364,1.0532633477037756,-0.45893900714402347,0.6528522103736465,-0.5178046270955547,0.6045945896364471,0.6902944052548172,16,46052,No
185,STP2,STP2,Both,0.9051515695427507,0.8508230602005856,-5.385419160494053,7.798465249845615e-08,-7.695668642386486,1.4075614744422364e-14,9.971640324964277e-14,2574,43494,Yes
297,SWI6_f,SWI6,Forward,0.9049508469202936,0.8369184084594833,-5.52376668998047,3.4755597835626945e-08,-11.311693271287115,1.14851390674601e-29,1.5007248381481198e-28,4657,41411,Yes
565,MIG3_r,MIG3,Reverse,0.9036882877984721,0.9022672164178289,-2.8193756165994586,0.0049889026041282205,-2.4154540010290946,0.015715607379235455,0.029059047606888197,522,45546,Yes
173,MIG3,MIG3,Both,0.9033565711865535,0.9055400363983475,-3.070939291272121,0.002227009535888925,-2.4017195336406076,0.016318214290761177,0.02998471875927366,599,45469,Yes
129,MATALPHA2,MATALPHA2,Both,0.9031175425782401,0.9019279103789829,-5.664882997905034,1.6276449613611473e-08,-4.806950037815278,1.5325026958821893e-06,5.006175473215152e-06,2334,43734,Yes
369,MIG3_f,MIG3,Forward,0.903110290861605,0.9740386288889664,-1.2348465235978179,0.22066865466631555,-0.4019710367466849,0.6877053418996533,0.761526819278712,77,45991,No
164,CEP3,CEP3,Both,0.9028373334571653,0.9965143096080101,-0.9434999915461169,0.348705587291522,-0.7466624450867234,0.4552673443868668,0.5463208132642402,70,45998,No
505,MCM1_r,MCM1,Reverse,0.902806803346233,0.9122072551380822,-2.2222539839167905,0.026916492020746325,-1.833976578104489,0.06665747098927229,0.10507933764528714,338,45730,No
246,MATA2_f,MATA2,Forward,0.9026093414661388,0.8818728028833014,-11.847526022379016,2.4820389355202024e-32,-14.055457739467148,7.131927829653362e-45,1.4977048442272059e-43,25726,20342,Yes
333,BAS1_f,BAS1,Forward,0.9025093936993193,0.9107271222620988,-5.409077057340828,6.98138786977306e-08,-4.624224705252596,3.760020889085113e-06,1.1636275172537087e-05,2059,44009,Yes
562,HAL9_r,HAL9,Reverse,0.9016532148075586,0.8502103808277683,-3.7824883970884478,0.0001639107218775932,-4.060440112272456,4.8980299901915715e-05,0.00013031862598337755,1006,45062,Yes
343,MAC1_f,MAC1,Forward,0.9003673428829672,0.8600105062729805,-7.812871389777379,6.293375783967186e-15,-10.141997200900134,3.596697510249853e-24,3.990298369862101e-23,6149,39919,Yes
459,SUT1_r,SUT1,Reverse,0.8999682597124444,0.8132136705446428,-3.482552857339383,0.000517045903766214,-5.388607814230997,7.100556216939204e-08,2.6763634971540077e-07,1006,45062,Yes
372,NHP6B_f,NHP6B,Forward,0.8997164933703944,0.8719548983333928,-8.02136716479469,1.2093238220709506e-15,-8.651439613321426,5.085379871362975e-18,4.040815357245174e-17,5478,40590,Yes
186,SUT2,SUT2,Both,0.8997130826259867,0.8857849450114355,-3.266884637144616,0.0011384267352176477,-3.240988260175067,0.0011911608933304174,0.0027574905719617536,699,45369,Yes
424,ACA1_r,ACA1,Reverse,0.8994092517690649,0.9197600894279832,-1.4518581964553843,0.14884293788247463,-1.1486847824355304,0.2506859829823188,0.3357707471380489,136,45932,No
309,MCM1_f,MCM1,Forward,0.8991434886361165,0.8801792468272674,-1.8800050975391718,0.06148694886926512,-1.5695851032265529,0.1165116664013476,0.1717014031177754,209,45859,No
98,STB2,STB2,Both,0.8989212817034209,0.8578565028059856,-10.339111334669115,5.5752823827365005e-25,-12.408484592342907,2.3505961005928954e-35,3.839306964301729e-34,9739,36329,Yes
107,ARO80,ARO80,Both,0.8984876588437231,0.876032641795619,-2.3468662585508206,0.01942022470370739,-2.9609723047115217,0.003066695144450808,0.006557151799771182,392,45676,Yes
566,NDT80_r,NDT80,Reverse,0.898331277071649,0.8635771254167806,-6.808826786788319,1.0862048727781481e-11,-9.119090493998698,7.5757406760375e-20,6.749296238651592e-19,4670,41398,Yes
170,HAL9,HAL9,Both,0.8980773024061056,0.8493115196771871,-4.3048977647794695,1.791410634077654e-05,-4.912769201540648,8.979896177897179e-07,3.052126562198579e-06,1258,44810,Yes
91,RGT1,RGT1,Both,0.8965656977753276,0.8816425443418614,-2.1419208463230315,0.03302208525995665,-2.268966446792948,0.02327036637690024,0.0413382943492971,290,45778,Yes
280,IXR1_f,IXR1,Forward,0.8961040811319677,0.6611653781598956,-0.5244018915411864,0.6057576013413544,-1.012974030882569,0.31107256525578286,0.3976318877617398,21,46047,No
97,SPT23,SPT23,Both,0.8958447602336485,0.8813870538665225,-12.719043911209797,5.3740775852764615e-37,-13.49381841192059,1.7005973125709698e-41,3.2256490961023556e-40,19335,26733,Yes
272,CBF1_f,CBF1,Forward,0.8957927877028777,0.8993804632418607,-5.146316268991821,2.94688881858783e-07,-4.6321449699192625,3.6189659073927303e-06,1.1259005045221827e-05,1633,44435,Yes
491,STP1_r,STP1,Reverse,0.8955268062786902,0.8613455122796131,-3.9807575112266695,7.34973187746828e-05,-4.204384767373149,2.6179326952121218e-05,7.261058607475131e-05,978,45090,Yes
520,INO4_r,INO4,Reverse,0.8955056500216281,0.8689232192310097,-3.713856717722189,0.0002181244550672584,-3.0412363623108214,0.0023560879582941573,0.005227847998026281,772,45296,Yes
519,HSF1_r,HSF1,Reverse,0.8951515568868894,0.9058425857230163,-2.3849339059184875,0.017483645070037596,-2.449523475403831,0.014304538484927371,0.026701805171864424,455,45613,Yes
578,SUT2_r,SUT2,Reverse,0.8944906274401794,0.8750298145638156,-2.9572619928058543,0.00324046566682575,-3.235694447165319,0.0012134720404527943,0.0027981237638676193,522,45546,Yes
232,DAL82_f,DAL82,Forward,0.8944756960860129,0.8621717013877817,-2.946384046742324,0.0033456503926055253,-3.683606390100812,0.00022995724108579145,0.000580321277933242,558,45510,Yes
65,STB1,STB1,Both,0.8944634391689467,0.8922120392151998,-9.384976827695622,7.724935702798077e-21,-9.788222773772397,1.2649974867095042e-22,1.3049447757634885e-21,6628,39440,Yes
390,YPR015C_f,YPR015C,Forward,0.8930319893559701,0.8405742432773193,-1.0911208387771587,0.2769624511380712,-2.432453247935521,0.014996927458404013,0.027817644623159492,151,45917,Yes
575,SRD1_r,SRD1,Reverse,0.8929269466828715,0.8740604760466176,-4.917951514952346,9.656170744818406e-07,-4.959041462616883,7.08418477945972e-07,2.4218027036757646e-06,1455,44613,Yes
359,ASG1_f,ASG1,Forward,0.8924518587747863,0.845242468718337,-3.0599185779645093,0.002307401683882855,-4.232568640012196,2.3103736812431545e-05,6.469046307480832e-05,616,45452,Yes
366,HAL9_f,HAL9,Forward,0.8919036438674525,0.8400242492093711,-4.214720811365207,2.7034626489828154e-05,-4.754647160929375,1.9879329500977077e-06,6.387456692117225e-06,1050,45018,Yes
587,YRM1_r,YRM1,Reverse,0.8902106795768213,1.0898887887640134,-1.0398482940575506,0.3079523011051968,0.1434733899025588,0.8859163255917444,0.9219801760140632,27,46041,No
163,ASG1,ASG1,Both,0.8901138442136108,0.8396895866775417,-4.165113387731415,3.35754305551012e-05,-4.997300521394496,5.813842834966296e-07,2.0109056393883425e-06,1033,45035,Yes
68,THO2,THO2,Both,0.8889330274684782,0.8534188011409686,-6.400880433550173,1.7150635794076636e-10,-9.040751151776393,1.5559888074767316e-19,1.3259730707193017e-18,3656,42412,Yes
367,LYS14_f,LYS14,Forward,0.8888652225264156,0.8716149649417141,-4.950407851700332,8.234697744360018e-07,-5.227833049131026,1.7150826893414335e-07,6.186924057256213e-07,1400,44668,Yes
497,YRR1_r,YRR1,Reverse,0.8888209778231869,0.8043638354253418,-1.0993037941759944,0.2763220014786694,-1.063928134299464,0.28736125672558543,0.37548537545476496,57,46011,No
99,STP1,STP1,Both,0.8880443728516836,0.8421659092151316,-6.290432889052282,3.6526464493798224e-10,-8.1873341203145,2.670759607820668e-16,1.987856518226016e-15,2505,43563,Yes
540,MBP1_r,MBP1,Reverse,0.8869036535119831,0.8329913590070646,-6.642757281714608,3.4137060225550576e-11,-11.087385716325851,1.4444760363614546e-28,1.769483144542782e-27,4262,41806,Yes
295,STP1_f,STP1,Forward,0.8860089646287735,0.8321901228469276,-4.920698557801761,9.467997080847462e-07,-7.218074466747403,5.272884171446941e-13,3.0396626400105896e-12,1563,44505,Yes
450,MOT2_r,MOT2,Reverse,0.8851242411232744,0.9034358915829828,-6.271418723374236,4.2896950501735367e-10,-5.375488626653468,7.63752731665427e-08,2.8604242434348477e-07,1962,44106,Yes
360,CEP3_f,CEP3,Forward,0.8848121518090144,1.0206769273945921,-0.8714074048724129,0.3884751939236569,-0.6654635595254066,0.5057540436043952,0.6007745002815846,43,46025,No
227,YPR196W_f,YPR196W,Forward,0.8813943006643467,0.8570379457393411,-13.626038953359492,3.7566650638847825e-42,-15.451858724714004,7.329886345056881e-54,1.8739013786493243e-52,14143,31925,Yes
573,SFL1_r,SFL1,Reverse,0.8808000624885246,0.8547908117355242,-8.233184938068797,2.366669067454223e-16,-9.100316067370205,9.006932803098405e-20,7.904591773465466e-19,3663,42405,Yes
580,TBS1_r,TBS1,Reverse,0.878903815555612,0.8542774358047434,-3.2096478150378926,0.0014218967600005319,-2.9855819450513232,0.0028303929238688327,0.006186881186746742,449,45619,Yes
188,TBS1,TBS1,Both,0.878124722922773,0.8540976234859962,-3.5304951179462085,0.0004491966865967726,-3.3460107147685463,0.0008198322763086275,0.0019516654998764087,539,45529,Yes
571,RDR1_r,RDR1,Reverse,0.876040825075433,0.8404003370864125,-5.197378206381094,2.3421907106766007e-07,-5.4201244791964305,5.9557550895161854e-08,2.2740155796334526e-07,1224,44844,Yes
285,PDR1_f,PDR1,Forward,0.8722293416430162,0.7652271281384146,-2.1613159595453078,0.031724564084178605,-3.21957969016362,0.0012837867303059345,0.0029486976461714433,224,45844,Yes
231,DAL81_f,DAL81,Forward,0.8721329395776868,0.8565654036672696,-3.036680671731161,0.002574981354487793,-2.975115286474889,0.0029287845600176944,0.006354705982621418,337,45731,Yes
555,ASG1_r,ASG1,Reverse,0.8706701938704916,0.8211505105062075,-3.7086248999409275,0.00023025107987111675,-3.652094445441936,0.0002601101808201738,0.0006536101979583855,517,45551,Yes
148,MBP1,MBP1,Both,0.8698840296742611,0.834762536716535,-10.219597371981076,2.23237107976237e-24,-13.74441942115866,5.501258536880726e-43,1.0782466732286224e-41,6574,39494,Yes
461,UME1_r,UME1,Reverse,0.8682269747583639,0.871063024691874,-5.259617632173991,1.7661422749018895e-07,-4.373778445721874,1.2211431407386218e-05,3.590160833771548e-05,939,45129,Yes
101,SWI6,SWI6,Both,0.868002911840905,0.8238201184178746,-12.299248510480835,1.3374348395793555e-34,-17.47228761474094,2.329636840537191e-68,9.784474730256202e-67,10154,35914,Yes
516,CUP2_r,CUP2,Reverse,0.8640559064022437,0.778441157851951,-2.4543759566346304,0.014830444129818182,-3.1605405221150726,0.001574766986072223,0.003575146671082885,236,45832,Yes
71,ABF1,ABF1,Both,0.863765434311253,0.8249776731640793,-6.5731742860669184,6.4682944047397e-11,-7.486740050711857,7.060534752266276e-14,4.512602646013663e-13,1608,44460,Yes
489,SPT23_r,SPT23,Reverse,0.8635173829040683,0.8525903456048075,-16.422775560053665,2.2349280363223003e-60,-16.632223983006877,4.0719510610725735e-62,1.5962048159404487e-60,14875,31193,Yes
267,ABF1_f,ABF1,Forward,0.8617783935256681,0.7795738284892988,-4.105949901429302,4.494410110563516e-05,-5.8328069283362245,5.4502621658164436e-09,2.3055785276978913e-08,688,45380,Yes
463,ABF1_r,ABF1,Reverse,0.8607122705802304,0.8540128530130482,-5.580998746544082,3.0705738658292374e-08,-5.107526239234817,3.264037827369078e-07,1.1561772545138662e-06,951,45117,Yes
384,TBS1_f,TBS1,Forward,0.8605303224123372,0.8403598415803151,-3.859895573404418,0.00012964998482877421,-3.414362315468051,0.0006393149698644254,0.0015406442716405005,448,45620,Yes
457,STB1_r,STB1,Reverse,0.8601580694437189,0.8624784452643967,-11.844383022899226,4.710836463237334e-32,-10.910205964000017,1.0302266962082225e-27,1.2115465947408696e-26,4968,41100,Yes
574,SFP1_r,SFP1,Reverse,0.8599867277194339,0.81632173377338,-10.345439657337943,7.400870247151722e-25,-12.305130270834967,8.499917661535301e-35,1.3507977256710153e-33,4356,41712,Yes
331,YAP1_f,YAP1,Forward,0.8598338630329593,0.8334521250116467,-3.257930078834507,0.0012547597643448338,-2.5565578354993317,0.010571349609706125,0.02005146313066839,287,45781,Yes
583,YKL222C_r,YKL222C,Reverse,0.8584883388181833,0.8332453692290852,-9.11546427641904,1.2992857415412252e-19,-9.174231287093638,4.548077640273119e-20,4.1142610038162984e-19,2894,43174,Yes
89,PDR1,PDR1,Both,0.8581510916083982,0.8257728211319656,-5.379730190136666,9.315983331843759e-08,-5.677685305563266,1.3652959072599215e-08,5.5749582879780126e-08,935,45133,Yes
490,STB2_r,STB2,Reverse,0.8579008034802943,0.8235934627447973,-11.30056378179032,2.5630001552628206e-29,-11.796231822277548,4.0818372748174886e-32,6.0003007939817084e-31,4570,41498,Yes
378,SFP1_f,SFP1,Forward,0.8576110544342337,0.8250328544349778,-10.29817944612263,1.2412282832345677e-24,-11.90784923615453,1.0771999134460065e-32,1.6240860233493636e-31,4128,41940,Yes
287,RGT1_f,RGT1,Forward,0.8555489283664662,0.8460152427492043,-2.0236018665825295,0.04494146177541095,-2.446988916027541,0.014405526906158863,0.02680522095196649,138,45930,Yes
499,ARO80_r,ARO80,Reverse,0.8550402498701671,0.8006917059648138,-1.9675626262789288,0.051762962393810986,-1.90528266285884,0.056743337874059774,0.09091303179822112,105,45963,No
182,SFP1,SFP1,Both,0.8541692496010911,0.8232015592299627,-12.014214445688944,6.174090202017812e-33,-13.363827061656988,9.837345907623038e-41,1.8076123105257332e-39,5310,40758,Yes
299,URC2_f,URC2,Forward,0.8541513541744717,0.6481669098578607,-1.0641573162428182,0.2947421509083632,-1.4363857450969995,0.15089260713272018,0.21693118091452193,35,46033,No
481,PDR1_r,PDR1,Reverse,0.8538432390698542,0.8545125979802516,-5.031968142854868,6.088431967941813e-07,-4.74672103519222,2.0674077765579844e-06,6.571004176303215e-06,714,45354,Yes
547,SIP4_r,SIP4,Reverse,0.8525276305343775,0.8352218504944766,-2.153736773431787,0.03333139279784016,-1.8868408274449813,0.059181737900459865,0.09405097806883893,116,45952,No
344,MBP1_f,MBP1,Forward,0.8516964860776942,0.8194934672786128,-10.699653084911693,1.8276985420611014e-26,-12.818328761664867,1.2946090369113775e-37,2.238912099129088e-36,4529,41539,Yes
584,YLL054C_r,YLL054C,Reverse,0.8512320430638617,0.8334218963929715,-3.346963168569624,0.0009219381863364362,-3.1072333372057885,0.0018884727494327006,0.004238251819337511,293,45775,Yes
406,REB1_r,REB1,Reverse,0.8481408211337501,0.755370877115391,-5.626589042517457,2.285006867072646e-08,-8.44079963593945,3.1517400949820865e-17,2.406783345259048e-16,1141,44927,Yes
279,IME1_f,IME1,Forward,0.8457597282168725,0.7884047822197953,-2.7869752690916183,0.005932740686680623,-2.1912976746815858,0.028430258231845383,0.049023436481891745,167,45901,Yes
577,STP2_r,STP2,Reverse,0.8429809470609325,0.7937270938369042,-6.499950385678051,1.159908637193071e-10,-7.471636304757723,7.920366712048898e-14,5.007715727618013e-13,1165,44903,Yes
493,SWI6_r,SWI6,Reverse,0.8424058029709504,0.8086491178234122,-14.132586082280467,6.489140460438139e-45,-16.263900441800757,1.7803446313513883e-59,5.815792462414535e-58,6869,39199,Yes
100,SWI4,SWI4,Both,0.8422490591376679,0.8067501656298458,-13.666112745827128,4.938178787238305e-42,-14.6840606678104,8.155655281691055e-49,1.9182101222537363e-47,5527,40541,Yes
103,URC2,URC2,Both,0.8421467106538555,0.6303765180640815,-1.4679262452812616,0.14658895984707954,-2.5234668549848926,0.011620401454680317,0.021830019346172607,71,45997,Yes
184,STB3,STB3,Both,0.840909798946322,0.825879855717498,-3.955797078926543,8.995812725641646e-05,-3.914024799914486,9.077030675704294e-05,0.00023721306832507222,399,45669,Yes
526,UME6_r,UME6,Reverse,0.8399731287537548,0.8159383005484006,-3.0401713656491576,0.0026308526456325864,-3.263271939210966,0.001101337855807207,0.002569788330216816,234,45834,Yes
388,YLL054C_f,YLL054C,Forward,0.83852729868172,0.8177208485632705,-3.676272149739404,0.0002814790038557681,-3.2479877219606172,0.0011622428577267132,0.0027011810290249304,288,45780,Yes
558,ECM22_r,ECM22,Reverse,0.8363213783890777,0.7551421348994667,-5.9146164193125825,4.60044124144954e-09,-7.243304758219263,4.378814386933731e-13,2.574742859517034e-12,927,45141,Yes
192,YLL054C,YLL054C,Both,0.8294837118492344,0.8055551118538326,-4.184151184503672,3.6565239851925776e-05,-3.748034732887556,0.0001782255783004972,0.0004576272490859928,330,45738,Yes
133,SUM1,SUM1,Both,0.829339291886228,0.8291952773269013,-6.173331454406469,9.274635856252038e-10,-7.560079364375604,4.028234999736168e-14,2.63178019982763e-13,1087,44981,Yes
271,AZF1_f,AZF1,Forward,0.8291554484845906,0.8255577036312318,-3.43194396605762,0.0006990737700913976,-3.558020742371343,0.00037365981271605026,0.0009270547252195677,252,45816,Yes
521,MATALPHA2_r,MATALPHA2,Reverse,0.8290635454517072,0.8115894373013995,-8.727419695221135,6.159363684253247e-18,-7.671323835555475,1.702301588999474e-14,1.1638992259670822e-13,1515,44553,Yes
