,Total_name,Motif,Strandness,relative_fold,relative_fold_median,T_value,P_value,Ranksum_statistic,Ranksum_P_value,Corrected_pvalue,N_with_motif,N_without_motif,Significant
300,YHP1_f,YHP1,Forward,0.9840190285909656,0.9837330749314436,-0.7258538850993556,0.4679866670917062,-1.2823430741814787,0.1997223239934417,0.27438487501902736,2686,43382,No
217,STP4_f,STP4,Forward,0.9833063814404291,0.9583409700348884,-1.3404147355435225,0.18014160012463845,-3.489395356567464,0.00048411456035925575,0.001181159176312209,7297,38771,Yes
239,RGM1_f,RGM1,Forward,0.9832148226693289,1.0507979712841298,-0.16196481422452721,0.8718121847653127,-0.2111370984859623,0.8327802922834123,0.8807100932781411,69,45999,No
444,NRG2_r,NRG2,Reverse,0.9827973666149712,0.9865946927247806,-1.0354788003693893,0.30051672573710947,-0.45078514921494267,0.6521444057117165,0.7331948576644155,3016,43052,No
274,GAT3_f,GAT3,Forward,0.9827140380908002,0.9815153395302022,-1.4137110351342628,0.15748094647007715,-1.6002513229787634,0.10954284069883402,0.16265452103766265,6669,39399,No
159,YAP7,YAP7,Both,0.9826796599641124,0.9846688090014104,-1.094308566227642,0.27388888583016696,-0.5815427837425109,0.5608746920782278,0.6492014152401535,3217,42851,No
319,YAP5_f,YAP5,Forward,0.982588875513742,1.0471711756584319,-0.5443171612929765,0.5863968611240133,0.3357874468067461,0.7370311571062643,0.8055284765399321,674,45394,No
346,NRG1_f,NRG1,Forward,0.982455570420453,0.9670685132507979,-0.8199680907826806,0.41234276232402967,-0.6127689409811135,0.5400291302869589,0.6312865379895264,1652,44416,No
394,CST6_r,CST6,Reverse,0.9817494808676717,1.0082191381167835,-2.020846132531632,0.04330420534334843,-0.2070126558153351,0.8359999746730256,0.8825278009115602,15117,30951,No
118,PUT3,PUT3,Both,0.9815073603444879,0.8749183065471928,-0.3088721631319812,0.7577106544544909,-0.9993945507837583,0.3176035985328427,0.4042227617690725,219,45849,No
57,MET4,MET4,Both,0.9812279061959579,0.9244009276770994,-0.2714196778924636,0.7863087641567641,-1.3263331046301048,0.18472938607402278,0.25800683850718625,232,45836,No
496,YHP1_r,YHP1,Reverse,0.9809151561593056,1.0000815842201127,-0.8660938609350443,0.3865609163198107,-0.14240115669439254,0.8867631487876274,0.921230974358878,1567,44501,No
216,STP3_f,STP3,Forward,0.9807468175699655,0.9622318929388912,-1.0441249474540026,0.296491016367812,-2.253249295155316,0.02424343482860116,0.04217496946514048,3532,42536,Yes
524,STB4_r,STB4,Reverse,0.9806324469122341,0.9929175726394537,-0.4009139713807751,0.6887977512745664,0.4364622480068198,0.6625013840511804,0.7391856049755106,269,45799,No
115,MGA1,MGA1,Both,0.9803942327810536,0.9702409539702294,-2.1670632131405543,0.030237066863215492,-2.7931792008441763,0.005219276926270164,0.010582533905678815,16598,29470,Yes
416,USV1_r,USV1,Reverse,0.9802943580901269,0.9682401086189528,-1.3699485208484352,0.17076941888326247,-0.5907011194757864,0.554720697746973,0.6458926144063765,3753,42315,No
304,ARR1_f,ARR1,Forward,0.9801461726423916,0.9934650283367924,-1.7144839517642232,0.0864694940597184,-1.3813935228736747,0.1671579963417119,0.23684072734681108,7317,38751,No
479,MET32_r,MET32,Reverse,0.9800237302644285,1.015305845176987,-0.442553488048282,0.6583617191918337,-0.1918845046218377,0.8478326754197676,0.888637456589703,345,45723,No
64,SPT2,SPT2,Both,0.980013056459037,0.9866304426451975,-1.6851344542153666,0.09199777427106465,-1.252182300128833,0.21050344404974564,0.2878512211656987,6345,39723,No
553,YGR067C_r,YGR067C,Reverse,0.9798509174607547,0.9629739169279865,-2.1151848318509128,0.03442542676312553,-2.3234524246893535,0.02015486061097084,0.0364647939669257,11831,34237,Yes
440,XBP1_r,XBP1,Reverse,0.9798074890566241,0.9934968869537518,-1.2076901774075757,0.22726183223771074,-0.07017747222099198,0.9440524046731177,0.968765818408016,2581,43487,No
277,HAC1_f,HAC1,Forward,0.9792792941037852,1.0370560236072928,-0.3980203984057223,0.6909611718252955,-0.05915290377730389,0.9528303212555709,0.9760700851886335,243,45825,No
552,RDS2_r,RDS2,Reverse,0.9785136009880503,0.9643046413667171,-2.366553555790098,0.01796028322070438,-3.319199456080038,0.0009027592320703354,0.002123289713829429,28845,17223,Yes
204,GSM1_f,GSM1,Forward,0.9784890660146565,0.9729326101131343,-2.5091521837046318,0.01210556768489939,-3.5643982703226906,0.00036469185739355816,0.0009086390345229331,21404,24664,Yes
139,CIN5,CIN5,Both,0.9778487757799438,0.9771541371865067,-1.9986862219252046,0.045663886368074315,-1.4909515620715816,0.1359742125151634,0.196928169849547,8390,37678,No
20,STP3,STP3,Both,0.9778444141414662,0.954626025875496,-1.5082331553301334,0.13154314958192959,-3.334209164228627,0.0008554230552185986,0.0020281804696311934,5365,40703,Yes
289,RTG3_f,RTG3,Forward,0.9777665430975926,0.9429313262536214,-1.1143552576341211,0.26520336494130237,-2.751532258231565,0.0059317177391195386,0.011944691885624276,3165,42903,Yes
262,STB5_f,STB5,Forward,0.9775068581098408,0.9918443523998132,-1.339873545868752,0.1803775990102263,-1.0265008780745133,0.30465554994503885,0.3911298326805302,2882,43186,No
109,CHA4,CHA4,Both,0.9774096424041994,0.9535335548881585,-0.9633085699760019,0.3355103710095362,-2.0610379561902903,0.03929941911554644,0.06436785080763596,1843,44225,No
375,RDR1_f,RDR1,Forward,0.9758412161625889,0.9898370177580583,-1.2630162381239585,0.20671120425284614,-1.3082677252287418,0.1907825180519347,0.2633336164660507,2062,44006,No
78,GAT3,GAT3,Both,0.9756366722644348,0.9792515596439891,-2.481121819626815,0.01310535947881699,-1.7321285589943862,0.08325067534526062,0.12616339459539497,11066,35002,No
81,HAC1,HAC1,Both,0.9751977247753961,1.0141335067990018,-0.7627629379899605,0.44586402715271456,-0.20611067691979715,0.8367044588536127,0.8816885695446671,670,45398,No
23,TOS8,TOS8,Both,0.9746795492264726,0.9916719226457591,-2.9607283891707525,0.003070691099534262,-1.5093117938566032,0.1312191221808246,0.19051072553660459,23746,22322,No
160,RDS2,RDS2,Both,0.9741768858641735,0.9576722339474149,-2.4552177038495078,0.014090652639254988,-3.9004365782039474,9.601937832809151e-05,0.0002498203294553885,35910,10158,Yes
273,GAL4_f,GAL4,Forward,0.9737680065809597,1.0067873114825356,-0.2038096751831047,0.8396473971774839,-0.03536309472146825,0.9717902124398075,0.9868957597834314,37,46031,No
199,ECM23_f,ECM23,Forward,0.9734963172620216,0.9876006461400535,-3.1055214237453503,0.0019005935377214762,-2.1504808259124935,0.03151720106618698,0.05325320180148835,22404,23664,No
28,YNR063W,YNR063W,Both,0.973017197776369,0.9676933120417643,-2.5266630112354034,0.01152694295208306,-2.9637577063448934,0.0030390747258659616,0.006521809995653962,8364,37704,Yes
473,HAC1_r,HAC1,Reverse,0.9729062408942409,1.0074851907968403,-0.657090785270222,0.5114686926844639,-0.20155027601118103,0.8402683213352162,0.883860058935791,428,45640,No
141,ERT1,ERT1,Both,0.9719791237875477,0.9520818566994177,-3.0431894143243254,0.0023430421008865028,-4.8576685655974625,1.1877600852848468e-06,3.968198466747102e-06,14066,32002,Yes
238,PPR1_f,PPR1,Forward,0.9719104793519667,0.9817926228841396,-0.5837693535614852,0.559854928521617,-0.2879011731835845,0.7734223888506209,0.8344447057691102,271,45797,No
392,ABF2_r,ABF2,Reverse,0.9714124568181458,1.0021032838840984,-2.7007616424602503,0.006927515555148284,-1.0319016647189867,0.3021181860418678,0.3895734504224085,7869,38199,No
0,ABF2,ABF2,Both,0.9714124568181458,1.0021032838840984,-2.7007616424602503,0.006927515555148284,-1.0319016647189867,0.3021181860418678,0.3895734504224085,7869,38199,No
196,ABF2_f,ABF2,Forward,0.9714124568181458,1.0021032838840984,-2.7007616424602503,0.006927515555148284,-1.0319016647189867,0.3021181860418678,0.3895734504224085,7869,38199,No
106,ARG80,ARG80,Both,0.9712854740716139,0.9601890078474802,-1.780632342618721,0.07504145922167517,-2.686240907712773,0.007226096686601124,0.014354543417977907,3747,42321,Yes
5,FKH2,FKH2,Both,0.9712499434704432,0.9508491724504646,-1.4573328477960754,0.1451367923225428,-2.1835020711184057,0.028998856604274193,0.04985768328454159,2522,43546,Yes
476,IXR1_r,IXR1,Reverse,0.9707570658635394,0.8882341897484125,-0.20588501381220176,0.8384813835361851,0.015597293812239028,0.9875556646460923,0.9977366508795572,27,46041,No
269,ARG81_f,ARG81,Forward,0.9706460394350085,0.9653665123279083,-2.748849153765793,0.005987074991028159,-3.354641504485466,0.0007946789750695543,0.0018994765745564957,10552,35516,Yes
470,GAT3_r,GAT3,Reverse,0.9703132932188743,0.9779078063674468,-2.3911926829148222,0.01681914830403988,-0.9195287543214893,0.3578190726905165,0.4505302242869887,5367,40701,No
66,STB5,STB5,Both,0.9701672309189988,0.9766853259276294,-2.1329961306633303,0.032970119324968204,-2.1014941379278453,0.035597612042315374,0.058796055845172585,4306,41762,No
181,SFL1,SFL1,Both,0.9698690960308979,0.9595430646602041,-2.3800994549311816,0.017332333480022503,-2.7945410078789092,0.0051973448588703485,0.010574528640192959,5752,40316,Yes
138,CAD1,CAD1,Both,0.9694836010006441,0.9524143131134996,-1.2273782672251325,0.21990393529501884,-1.0127523236006668,0.31117847854163616,0.3969044368383559,1214,44854,No
365,GAT4_f,GAT4,Forward,0.9690608852426723,0.9981209097734014,-1.3879064086904436,0.1653685567668253,-0.5984426930020299,0.5495445861261639,0.6411353504805245,1407,44661,No
13,PDR8,PDR8,Both,0.968991041388429,0.9848516909818031,-3.3908360764155563,0.0006978433279881121,-2.8708554006727165,0.004093627352657479,0.008596617440580705,12849,33219,Yes
93,RTG3,RTG3,Both,0.9687162641109366,0.9583751580823646,-2.572809207625946,0.010102136878082191,-2.8794435973941797,0.003983775493519824,0.008395913943332103,7225,38843,Yes
306,CUP9_f,CUP9,Forward,0.9682555655926871,1.0318510196851631,-0.4200806838469595,0.6753788823928606,0.3349248770542983,0.7376817556399228,0.8047437334253703,95,45973,No
412,STP3_r,STP3,Reverse,0.968092884523892,0.9406931251013028,-1.5300486165256861,0.1261428349870938,-2.745302676076295,0.006045511136168621,0.01213228855995614,2089,43979,Yes
38,FKH1,FKH1,Both,0.9672308203908885,0.9524835730149264,-3.0477422656743047,0.0023099764904250812,-3.0993894768335926,0.0019391991407746328,0.004335547888880167,9082,36986,Yes
8,GSM1,GSM1,Both,0.9668652202991435,0.952679018144283,-3.7131627246098526,0.0002050249718732282,-5.242157835867588,1.5870951662924546e-07,5.760567640617058e-07,29905,16163,Yes
21,STP4,STP4,Both,0.9666417634100765,0.9430242111090379,-3.2992812649665373,0.0009711098458847987,-5.914025596170622,3.3384597085765427e-09,1.4540846730688942e-08,11432,34636,Yes
124,CUP2,CUP2,Both,0.9665734239383812,0.9837349392633972,-0.7086831670740532,0.4789984984402049,-0.9021221729441168,0.36699197152905827,0.46010933743941634,341,45727,No
544,RLM1_r,RLM1,Reverse,0.966105579216783,0.9894388192669732,-1.8464259986185023,0.06494955926439124,-0.9702054023570924,0.3319441184320546,0.42156186098930476,2196,43872,No
340,HAP1_f,HAP1,Forward,0.9658785398489713,0.950414790031075,-1.977611537121981,0.04805930055443953,-2.5235671562357225,0.011617086918240902,0.02189374073053093,2751,43317,Yes
335,CIN5_f,CIN5,Forward,0.9646483863729194,0.9565639570337755,-2.446882432729657,0.014440231461117541,-2.2558000751747413,0.02408315464078359,0.04202045972931973,4563,41505,Yes
569,OAF1_r,OAF1,Reverse,0.9632606757167973,0.9555721696195856,-2.901294205802067,0.003728216693923958,-2.5660093619028905,0.010287605151499847,0.019639973471045163,5103,40965,Yes
132,STB4,STB4,Both,0.9629939556424295,0.9409796403082088,-0.9329593022200214,0.3513381191111169,-0.5110067899029832,0.6093463023133512,0.6943713677524235,443,45625,No
152,RLM1,RLM1,Both,0.9629573732009681,0.9764351739295646,-2.3048243199389225,0.02123452222236976,-1.650637714286462,0.09881257306720244,0.14859793596806914,2983,43085,No
485,RTG3_r,RTG3,Reverse,0.9618762388480168,0.9705873508377897,-2.83702258460417,0.0045701006586767335,-1.5905867174016144,0.11170261567609567,0.1654436725882727,4355,41713,No
116,PDR3,PDR3,Both,0.9616734957769145,0.9402573302142058,-3.0767327306243093,0.002098720918258775,-5.202108225506728,1.9704041897744963e-07,7.064619899923194e-07,7160,38908,Yes
355,YAP7_f,YAP7,Forward,0.9616408496058825,0.9662263375683946,-1.9025081842484954,0.057245882439671374,-1.346538243219761,0.1781289955312958,0.2505738023263204,1843,44225,No
386,TOD6_f,TOD6,Forward,0.9615721639629657,0.9519438238476945,-2.1100411854629346,0.03493393128110803,-2.3720437542447796,0.01768999571504058,0.03220345969177666,2769,43299,Yes
421,YOX1_r,YOX1,Reverse,0.9615589359805957,0.9546033827572536,-3.7748754512421976,0.00016063962582459488,-3.6874871322823863,0.00022647954240230468,0.0005740084953989446,10156,35912,Yes
69,UME1,UME1,Both,0.961384396337946,0.9717056024182753,-1.813722891669194,0.06989718580392965,-1.1933623787022851,0.23272748224479822,0.31458335531021003,1553,44515,No
312,PDR3_f,PDR3,Forward,0.9612410295574911,0.9380910490055637,-2.671862672875992,0.00756199400949676,-4.846686489230751,1.2554057746740731e-06,4.1470707612828935e-06,5292,40776,Yes
354,YAP6_f,YAP6,Forward,0.961234496016339,0.9498315298873764,-3.3067015544851035,0.0009473255617258708,-3.883305162726044,0.00010304610809601017,0.0002669211963015594,7126,38942,Yes
348,RLM1_f,RLM1,Forward,0.9610203217817022,0.956281402321094,-2.080201832458925,0.03760991979619989,-2.0236062476906236,0.04301068169575022,0.0702507801030587,2200,43868,No
549,TYE7_r,TYE7,Reverse,0.9595809722318731,0.9476725134543098,-2.4266207467804675,0.015296294386191489,-1.8162895503614105,0.0693259673571299,0.10870311681597969,2695,43373,No
513,UGA3_r,UGA3,Reverse,0.9590770392609568,0.9720556917139731,-2.2206391992183976,0.026463575726048332,-2.167724755096398,0.03017963481243129,0.051586119970086046,2247,43821,No
315,RAP1_f,RAP1,Forward,0.9589691626478302,1.0122522078214744,-0.9342350811165845,0.3508585268411437,-0.4402584744872208,0.6597499127121074,0.7375151115488957,328,45740,No
286,RFX1_f,RFX1,Forward,0.9583991621674427,0.952229241368075,-0.6712011307303942,0.5029539677278162,-0.6755848265171637,0.49930427790676923,0.5955190981930635,179,45889,No
401,GZF3_r,GZF3,Reverse,0.9578322605511299,0.9540058452707498,-4.970153192570725,6.714060540584293e-07,-4.969112380186598,6.726008169934117e-07,2.312802809310679e-06,23577,22491,Yes
480,MOT3_r,MOT3,Reverse,0.9576208053412035,0.9446942015287618,-3.069677364258508,0.0021503107626397572,-5.0567264834047965,4.265142701013776e-07,1.4839668095834914e-06,6176,39892,Yes
131,SPT15,SPT15,Both,0.9573676078235712,0.9452242981532373,-3.5384732461738007,0.0004046430843530028,-4.080092103722899,4.501785991577074e-05,0.0001219838784814433,6040,40028,Yes
458,STB5_r,STB5,Reverse,0.9559474679981534,0.9465342481450467,-1.9701867656874,0.048982988658404,-2.1403588494065375,0.0323257774238859,0.054152584402407146,1534,44534,No
368,MIG2_f,MIG2,Forward,0.9552906389903317,0.9122856689680806,-1.2143806214365578,0.22499713375482056,-1.8170897130369352,0.06920337763944735,0.10880103222458569,707,45361,No
361,DOT6_f,DOT6,Forward,0.9552498639323135,0.9555342279340437,-2.9795930425737063,0.002900932786059911,-2.8559270798172176,0.004291136759330597,0.008947476647114861,3930,42138,Yes
144,HAP1,HAP1,Both,0.954742137293679,0.9298903656389839,-3.0524408365067948,0.0022821773510304524,-4.31894201989848,1.5677895970430588e-05,4.518922956182934e-05,3992,42076,Yes
329,SUM1_f,SUM1,Forward,0.9546253588214584,0.9013720938984564,-0.6480461809482195,0.517406365243325,-2.309391309617243,0.020921876831994955,0.03762098953276157,328,45740,Yes
567,NHP6A_r,NHP6A,Reverse,0.9544109041057389,0.9452916868815384,-4.374132019142388,1.2279873302583855e-05,-4.3171621947650864,1.580480235095109e-05,4.533279893833776e-05,8755,37313,Yes
1,CAT8,CAT8,Both,0.9538481285102751,0.938290114213265,-4.452943842134484,8.531803449132588e-06,-5.873189674944951,4.274888777325443e-09,1.8214743485995363e-08,9243,36825,Yes
157,TYE7,TYE7,Both,0.9537989871295716,0.9432697025492797,-3.0250080598019498,0.0025026558343752125,-2.4141607484237184,0.01577150251608197,0.029070982694220055,3216,42852,Yes
2,CST6,CST6,Both,0.9529243850202391,0.9579512076253341,-5.400241512330953,6.69590157313468e-08,-4.858007374848365,1.185729941888267e-06,3.984052604744577e-06,27955,18113,Yes
437,SKN7_r,SKN7,Reverse,0.9525702876419846,0.9323192465686244,-3.519767630493603,0.00043505332248070113,-4.550456167488449,5.352973783364996e-06,1.63934822115553e-05,4818,41250,Yes
155,SIP4,SIP4,Both,0.9524305194351353,1.0289592483548753,-1.2278894738224413,0.2202577324585073,0.05119366402528977,0.9591712006016845,0.9808568103544183,367,45701,No
418,YER184C_r,YER184C,Reverse,0.952055047732244,0.9311813546156776,-5.549836624512424,2.8770616777988244e-08,-7.320412148303435,2.4721050986781017e-13,1.4682806040633574e-12,19214,26854,Yes
147,MAC1,MAC1,Both,0.9518309788078492,0.9222245393931122,-4.309352637894251,1.6494135811143366e-05,-6.474202135354512,9.531423495598213e-11,4.593833619189958e-10,8818,37250,Yes
167,FHL1,FHL1,Both,0.9518279339257607,0.9349909241869735,-5.533086712158155,3.166450856871968e-08,-7.012415612147076,2.342381465092495e-12,1.3117336204517973e-11,18782,27286,Yes
70,ZAP1,ZAP1,Both,0.9515105867454462,0.9572623457288,-0.18902991030071936,0.852601846899481,-0.5469663909526792,0.5844018223307195,0.6711489678329357,16,46052,No
177,OAF1,OAF1,Both,0.951249886337655,0.9469285540608668,-4.620667971893207,3.863355286591021e-06,-4.4416384934718645,8.927645742863433e-06,2.67829372285903e-05,7947,38121,Yes
219,TOS8_f,TOS8,Forward,0.9507345010683755,0.9734801012397482,-5.656655600735057,1.5565879702257655e-08,-3.323687912865268,0.0008883555018638353,0.0020978033537989364,14512,31556,Yes
183,SRD1,SRD1,Both,0.9502124825748948,0.954562689254689,-2.6602079982853426,0.007861213163494295,-2.6194563989152893,0.008807003029050001,0.017090817759344557,2138,43930,Yes
53,ROX1,ROX1,Both,0.9501897022906137,0.9436537645567945,-5.1383424670355,2.797193923136789e-07,-5.339473629879378,9.321682665774132e-08,3.4257183796719936e-07,33972,12096,Yes
533,ERT1_r,ERT1,Reverse,0.9498101523459308,0.9356408314092172,-4.8876447423328635,1.0308294450626454e-06,-6.180917109442568,6.373027445694568e-10,2.904914835711943e-09,9411,36657,Yes
114,MET28,MET28,Both,0.9489525000429289,0.9260542175164779,-2.545119194009266,0.010988872435992982,-3.0533716584577806,0.0022628549200402275,0.005039995049180506,2081,43987,Yes
175,NHP6A,NHP6A,Both,0.9487840512167639,0.9458669948919086,-5.400991255949982,6.699533156520927e-08,-5.085709306325052,3.662546638589619e-07,1.2818913235063666e-06,11359,34709,Yes
77,GAL4,GAL4,Both,0.9484017175274969,0.958761762854416,-0.5759878785673881,0.5661562109506817,-0.42938955481051716,0.667639753884068,0.7435079077345303,85,45983,No
222,YER184C_f,YER184C,Forward,0.9481600738673223,0.9299176158167909,-6.067192915194758,1.3124412745624912e-09,-7.810510627722114,5.695675596236784e-15,4.186321563234036e-14,20296,25772,Yes
86,MATA1,MATA1,Both,0.9478796703079201,0.958484153649937,-2.6798383161044645,0.0074245679745658785,-1.7822162986045365,0.07471396592843597,0.11561003148926409,1848,44220,No
371,NHP6A_f,NHP6A,Forward,0.9477292284432588,0.94210074348425,-4.493886201928219,7.0769610247914755e-06,-4.703694974633915,2.5549487138493715e-06,8.076934643781884e-06,6643,39425,Yes
3,ECM23,ECM23,Both,0.9474694593372817,0.9529004803172587,-5.921183764699116,3.226908054009633e-09,-5.608426950960393,2.0417384162351953e-08,8.111771545583074e-08,28338,17730,Yes
290,SKO1_f,SKO1,Forward,0.9474500429572488,0.9625498713151138,-2.74411637276682,0.0061191136534241705,-1.726399667567312,0.08427553555876217,0.12738821313252482,1878,44190,No
530,CAD1_r,CAD1,Reverse,0.9473963916381113,0.9293925284840139,-1.5882859699034766,0.11272199337344613,-1.0667140505975377,0.2861009803947343,0.3746712170870908,611,45457,No
158,YAP6,YAP6,Both,0.9467667316810938,0.9366817625938875,-5.521636315828289,3.396321719646135e-08,-6.7278491999006045,1.721892334191565e-11,8.88133940793544e-11,12440,33628,Yes
395,ECM23_r,ECM23,Reverse,0.9449200996466812,0.9518949529433224,-6.483071213947722,9.083871350991016e-11,-5.956191887443628,2.5818316970116554e-09,1.1329231625692936e-08,24566,21502,Yes
393,CAT8_r,CAT8,Reverse,0.9447954357273046,0.9221381158499111,-4.969850489969167,6.797068397982039e-07,-6.9020216818539675,5.126760784848233e-12,2.7912364273062603e-11,7757,38311,Yes
146,LEU3,LEU3,Both,0.9440580716671372,0.9690841217810265,-2.003620301047946,0.04542069721405375,-1.3190183775708813,0.18716296864691484,0.26078631650328415,828,45240,No
198,CST6_f,CST6,Forward,0.9438853337487816,0.9303404383510507,-6.641399864452872,3.142192236520734e-11,-7.461712709334993,8.540494642263763e-14,5.342351967713928e-13,21355,24713,Yes
10,HCM1,HCM1,Both,0.9435481189107803,0.9402650147982938,-6.494371397543558,8.454156555998051e-11,-6.874799532487766,6.207709253734539e-12,3.348745909354045e-11,29929,16139,Yes
436,RTG1_r,RTG1,Reverse,0.943067157274648,0.982852113200998,-1.059951328184319,0.29046077741641757,-0.21629592107244602,0.8287570883306128,0.8780345368259466,196,45872,No
311,MGA1_f,MGA1,Forward,0.9424796149595464,0.9358313100417235,-6.09728421673818,1.0962993920192567e-09,-6.346981053331137,2.1958116144948669e-10,1.0247120867642711e-09,12234,33834,Yes
400,GSM1_r,GSM1,Reverse,0.9422589919689731,0.921797175946092,-6.847267545679677,7.623763332618035e-12,-8.67638529441728,4.085464060374637e-18,3.2907573527401184e-17,24293,21775,Yes
135,YAP1,YAP1,Both,0.94188357569753,0.967960884332939,-1.8049333469204774,0.07157375997010254,-0.9561019229544528,0.33902074338129484,0.42962111445733053,594,45474,No
509,PHO4_r,PHO4,Reverse,0.9413163768761368,0.929616316768352,-2.372974121983001,0.017801432856071095,-1.6379993857298332,0.10142182192246171,0.15213273288369256,1133,44935,No
43,RGM1,RGM1,Both,0.9407757258537178,0.9185466509305132,-1.1964851969343928,0.23238486596199287,-1.769108167656118,0.07687582514225637,0.11833242194671922,319,45749,No
26,YER184C,YER184C,Both,0.9406283026752403,0.9196730325101836,-7.065626831053727,1.6216184399812092e-12,-8.938799187501523,3.934220370865199e-19,3.2581994057306157e-18,23590,22478,Yes
429,DIG1_r,DIG1,Reverse,0.9399274502994662,0.9223706705926071,-2.912075140077844,0.003628917300521708,-3.473245527122475,0.0005142047213841536,0.0012493899841895962,1879,44189,Yes
413,STP4_r,STP4,Reverse,0.939431743364882,0.9163420275498297,-4.9369002537142235,8.098640055467124e-07,-6.525728817100797,6.767166111236715e-11,3.3159113945059905e-10,5875,40193,Yes
586,YPR015C_r,YPR015C,Reverse,0.9391976098919902,0.9637049730875694,-1.2644807593587633,0.20723953569763578,-0.24154632633941034,0.8091317159329315,0.8634654246253425,246,45822,No
128,INO4,INO4,Both,0.9390126613080338,0.911073164078332,-2.7780190872623445,0.005533820764697112,-2.550039625102114,0.010771067606073343,0.020364590843637058,1456,44612,Yes
364,GAT1_f,GAT1,Forward,0.9389882409041409,0.9243982795111494,-3.789882568251372,0.00015294113715784067,-4.231134721620191,2.3251534913567737e-05,6.479574658378119e-05,3399,42669,Yes
568,NHP6B_r,NHP6B,Reverse,0.9383515444529194,0.9151225745938133,-4.789845923639902,1.7034738035707958e-06,-5.504479472702266,3.702605980427533e-08,1.451421544327593e-07,5334,40734,Yes
84,IXR1,IXR1,Both,0.9380637717680376,0.7205780932689223,-0.5306504951089801,0.5981527243774227,-0.6585152253211984,0.510207116906263,0.6048423079453279,48,46020,No
179,RDR1,RDR1,Both,0.9376201490136177,0.9295872502029703,-4.05262482430408,5.164923414214073e-05,-4.260720727379912,2.037687258661073e-05,5.7882130825734834e-05,3212,42856,Yes
29,YOX1,YOX1,Both,0.9374326648143971,0.9267887944928279,-6.846699654065796,7.710702409387922e-12,-7.45435004412402,9.031192855247922e-14,5.531605623839352e-13,14677,31391,Yes
11,HMRA2,HMRA2,Both,0.9371098098915271,0.9462877618011359,-6.986778219702038,2.87376769181391e-12,-6.568893153662868,5.0690639628377874e-11,2.525940347583575e-10,14263,31805,Yes
197,CAT8_f,CAT8,Forward,0.9366391762144781,0.9118951209788543,-5.542920361254732,3.051253621973144e-08,-6.620105565297235,3.5894244301928904e-11,1.8194668663391549e-10,6858,39210,Yes
296,SWI4_f,SWI4,Forward,0.9363294434659378,0.8731424508122976,-2.5969653782682305,0.009500374718703018,-4.067072805709133,4.760737276552494e-05,0.00012782253509647793,1358,44710,Yes
328,STB4_f,STB4,Forward,0.9362009228140006,0.895681048387222,-0.9424541749264642,0.34726361201116795,-1.3550988903712722,0.17538605219404158,0.2473069512951953,174,45894,No
550,YAP6_r,YAP6,Reverse,0.9360224685292641,0.9181762209070673,-5.976099678685216,2.3380712425532908e-09,-7.754960100376015,8.837125676500405e-15,6.33686572900273e-14,9626,36442,Yes
352,TEC1_f,TEC1,Forward,0.935993977958848,0.9098367350378876,-5.015434103937009,5.423484043069129e-07,-5.964283342146849,2.4571005020065275e-09,1.0862970640449911e-08,5236,40832,Yes
563,LYS14_r,LYS14,Reverse,0.9354593561680885,0.8974362256424939,-2.2665542675748784,0.023529929708808114,-4.505695261900687,6.615597247166484e-06,2.0155291094994263e-05,1806,44262,Yes
536,HAP1_r,HAP1,Reverse,0.9340649628716123,0.8927926310007397,-2.544998093278913,0.011029437146610028,-4.343541432304686,1.4020402054591818e-05,4.101490750298502e-05,1386,44682,Yes
94,SKO1,SKO1,Both,0.933790366768119,0.9174347139869826,-4.835568610692447,1.3583647711531522e-06,-5.469105361483827,4.5231282415912434e-08,1.749736451352402e-07,5121,40947,Yes
446,DAL80_r,DAL80,Reverse,0.9329427970284686,0.9173257441623656,-6.125261850831369,9.355903635881298e-10,-5.903206083833848,3.565044791056645e-09,1.5413576008391964e-08,7498,38570,Yes
483,RGT1_r,RGT1,Reverse,0.9324869455360216,0.9438926622330083,-1.039613445402032,0.30015569626986777,-0.8143599764886209,0.4154387599823057,0.5078544508723405,153,45915,No
508,PDR3_r,PDR3,Reverse,0.9323589644941978,0.9236274160076307,-4.182702192033689,2.9480158658366876e-05,-4.635117830831627,3.5673421735181403e-06,1.11574319044078e-05,3129,42939,Yes
404,NHP10_r,NHP10,Reverse,0.9318529547790935,0.8754390288606917,-2.581734037345334,0.00995479963724173,-3.2723197344477097,0.0010666887045386111,0.0024988564074450333,1076,44992,Yes
556,CEP3_r,CEP3,Reverse,0.9317009100932541,0.942022980534777,-0.4088222858361833,0.6860135654205499,-0.3620236840809206,0.717334331842013,0.788397359108605,27,46041,No
484,RME1_r,RME1,Reverse,0.9311961607997383,0.9241933621989853,-6.448937121020197,1.1692827605065682e-10,-6.482881996287448,8.998687949141392e-11,4.372916127351354e-10,7833,38235,Yes
373,OAF1_f,OAF1,Forward,0.9305052398570541,0.9275239225924025,-4.681680479801608,2.9359875868722754e-06,-4.784543358721195,1.7137650127243308e-06,5.567369212607218e-06,3428,42640,Yes
510,PUT3_r,PUT3,Reverse,0.9303798012187706,0.784919804685313,-1.0309119643774194,0.3040875451014863,-1.6640328263174193,0.09610586956710387,0.14489808027040277,165,45903,No
342,LEU3_f,LEU3,Forward,0.9296597794413339,0.9556524974551841,-2.332807305020295,0.019941943874865725,-1.4247353885128216,0.15423370543421,0.22011994853231912,669,45399,No
