DNA_cut_off,RNA_cut_off,Total_barcode,Percentile_of_PC,barcode_better_than_pc,better_than_pc_ratio,barcode_better_than_nc,better_than_nc_ratio,barcode_worse_than_pc,worse_than_pc_ratio,barcode_worse_than_nc,worse_than_nc_ratio
20,0,59513,0.3,2590,0.04351990321442374,28197,0.47379564128845797,55325,0.9296288205938198,23942,0.4022986574361904
20,0,59513,0.4,1276,0.0214406936299632,28197,0.47379564128845797,57311,0.9629996807420228,23942,0.4022986574361904
20,0,59513,0.5,713,0.011980575672542133,28197,0.47379564128845797,58265,0.9790297918101928,23942,0.4022986574361904
20,0,59513,0.6,447,0.007510963991060777,28197,0.47379564128845797,58745,0.9870952564985801,23942,0.4022986574361904
20,0,59513,0.7,293,0.004923294070203149,28197,0.47379564128845797,59005,0.9914640498714566,23942,0.4022986574361904
20,0,59513,0.8,198,0.003327004183959807,28197,0.47379564128845797,59150,0.993900492329407,23942,0.4022986574361904
20,0,59513,0.9,146,0.0024532455093845044,28197,0.47379564128845797,59246,0.9955135852670846,23942,0.4022986574361904
20,0,59513,1.0,103,0.0017307142977164654,28197,0.47379564128845797,59319,0.9967402080217768,23942,0.4022986574361904
50,0,54935,0.1,16404,0.29860744516246474,26989,0.491289706016201,34520,0.6283789933557841,20977,0.3818512787840175
50,0,54935,0.2,5495,0.10002730499681442,26989,0.491289706016201,46573,0.8477837444252299,20977,0.3818512787840175
50,0,54935,0.3,2130,0.038773095476472196,26989,0.491289706016201,51292,0.9336852644033858,20977,0.3818512787840175
50,0,54935,0.4,923,0.016801674706471283,26989,0.491289706016201,53167,0.9678165104214072,20977,0.3818512787840175
50,0,54935,0.5,442,0.008045872394648221,26989,0.491289706016201,54037,0.983653408573769,20977,0.3818512787840175
50,0,54935,0.6,223,0.0040593428597433335,26989,0.491289706016201,54446,0.9910985710385001,20977,0.3818512787840175
50,0,54935,0.7,128,0.002330026394830254,26989,0.491289706016201,54664,0.9950668972421953,20977,0.3818512787840175
50,0,54935,0.8,75,0.001365249840720852,26989,0.491289706016201,54763,0.9968690270319468,20977,0.3818512787840175
50,0,54935,0.9,52,0.0009465732228997907,26989,0.491289706016201,54823,0.9979612269045235,20977,0.3818512787840175
50,0,54935,1.0,35,0.0006371165923363976,26989,0.491289706016201,54863,0.998689360152908,20977,0.3818512787840175
100,0,49169,0.1,14928,0.30360593056600704,25096,0.5104028961337428,30366,0.6175842502389717,17656,0.359088043279302
100,0,49169,0.2,4560,0.09274136142691533,25096,0.5104028961337428,41926,0.8526917366633447,17656,0.359088043279302
100,0,49169,0.3,1575,0.032032378124427996,25096,0.5104028961337428,46278,0.9412027903760499,17656,0.359088043279302
100,0,49169,0.4,579,0.011775712339075433,25096,0.5104028961337428,47896,0.9741097032683195,17656,0.359088043279302
100,0,49169,0.5,238,0.004840448249913564,25096,0.5104028961337428,48613,0.9886920620716305,17656,0.359088043279302
100,0,49169,0.6,103,0.002094815839248307,25096,0.5104028961337428,48903,0.9945900872500966,17656,0.359088043279302
100,0,49169,0.7,50,0.001016900892838984,25096,0.5104028961337428,49034,0.9972543675893347,17656,0.359088043279302
100,0,49169,0.8,27,0.0005491264821330513,25096,0.5104028961337428,49094,0.9984746486607415,17656,0.359088043279302
100,0,49169,0.9,22,0.0004474363928491529,25096,0.5104028961337428,49128,0.9991661412678721,17656,0.359088043279302
100,0,49169,1.0,17,0.00034574630356525455,25096,0.5104028961337428,49143,0.9994712115357237,17656,0.359088043279302
200,0,40156,0.1,12176,0.303217451937444,21336,0.531327821496165,24491,0.6098964040243052,13128,0.32692499252913637
200,0,40156,0.2,3315,0.08255304313178603,21336,0.531327821496165,34613,0.8619633429624465,13128,0.32692499252913637
200,0,40156,0.3,1006,0.02505229604542285,21336,0.531327821496165,38157,0.9502191453332005,13128,0.32692499252913637
200,0,40156,0.4,321,0.007993824086064348,21336,0.531327821496165,39367,0.9803516286482717,13128,0.32692499252913637
200,0,40156,0.5,120,0.002988345452734336,21336,0.531327821496165,39847,0.992305010459209,13128,0.32692499252913637
200,0,40156,0.6,52,0.001294949696184879,21336,0.531327821496165,40018,0.9965634027293555,13128,0.32692499252913637
200,0,40156,0.7,26,0.0006474748480924395,21336,0.531327821496165,40090,0.9983564100009961,13128,0.32692499252913637
200,0,40156,0.8,14,0.00034864030281900587,21336,0.531327821496165,40114,0.998954079091543,13128,0.32692499252913637
200,0,40156,0.9,12,0.0002988345452734336,21336,0.531327821496165,40135,0.9994770395457715,13128,0.32692499252913637
200,0,40156,1.0,9,0.0002241259089550752,21336,0.531327821496165,40143,0.9996762625759538,13128,0.32692499252913637
400,0,26140,0.1,7864,0.3008416220351951,14411,0.5513006885998469,15813,0.6049349655700077,7523,0.287796480489671
400,0,26140,0.2,1868,0.07146136189747514,14411,0.5513006885998469,22836,0.8736036725325173,7523,0.287796480489671
400,0,26140,0.3,503,0.019242540168324405,14411,0.5513006885998469,25064,0.9588370313695486,7523,0.287796480489671
400,0,26140,0.4,152,0.005814843152257078,14411,0.5513006885998469,25745,0.9848890589135425,7523,0.287796480489671
400,0,26140,0.5,55,0.002104055087987758,14411,0.5513006885998469,25996,0.9944912012241776,7523,0.287796480489671
400,0,26140,0.6,22,0.0008416220351951033,14411,0.5513006885998469,26078,0.997628156082632,7523,0.287796480489671
400,0,26140,0.7,13,0.0004973221117061974,14411,0.5513006885998469,26112,0.998928844682479,7523,0.287796480489671
400,0,26140,0.8,7,0.00026778882938026014,14411,0.5513006885998469,26120,0.9992348890589136,7523,0.287796480489671
400,0,26140,0.9,6,0.00022953328232593726,14411,0.5513006885998469,26129,0.9995791889824025,7523,0.287796480489671
400,0,26140,1.0,5,0.00019127773527161438,14411,0.5513006885998469,26133,0.9997322111706197,7523,0.287796480489671
